PeriodeAttente,Delais_d'attente,Region,Chirurgie_generale,Chirurgie_orthopedique,Chirurgie_plastique,Chirurgie_vasculaire,Neurochirurgie,Obstetrique_et_gynecologie,Ophtalmologie,ORL_chirurgie_cervico_faciale,Urologie,Autres,Total
2223-P01,0 à 6 mois,RSS02,679,814,205,52,106,175,930,218,319,128,3626
2223-P01,6 à 12 mois,RSS02,225,427,142,22,47,119,138,83,143,64,1410
2223-P01,Plus d'1 an,RSS02,358,136,98,25,28,49,84,85,177,88,1128
2223-P01,0 à 6 mois,RSS03,2073,2527,180,109,259,591,2615,1613,812,478,11257
2223-P01,6 à 12 mois,RSS03,483,1351,116,9,49,118,310,544,156,172,3308
2223-P01,Plus d'1 an,RSS03,58,302,275,1,33,0,12,84,19,80,864
2223-P01,0 à 6 mois,RSS04,1129,1294,89,85,78,476,1089,561,524,289,5614
2223-P01,6 à 12 mois,RSS04,185,388,49,10,22,106,267,103,109,141,1380
2223-P01,Plus d'1 an,RSS04,97,83,65,18,8,9,37,46,113,31,507
2223-P01,0 à 6 mois,RSS05,1142,1522,535,35,175,582,2298,842,385,193,7709
2223-P01,6 à 12 mois,RSS05,506,860,249,9,129,345,636,243,134,68,3179
2223-P01,Plus d'1 an,RSS05,418,308,125,3,105,381,143,124,114,108,1829
2223-P01,0 à 6 mois,RSS06,6604,4911,2360,347,499,2274,8027,3020,2133,1650,31825
2223-P01,6 à 12 mois,RSS06,1976,2810,1172,69,166,719,1923,1102,570,365,10872
2223-P01,Plus d'1 an,RSS06,972,1643,964,28,71,194,897,597,306,86,5758
2223-P01,0 à 6 mois,RSS07,690,618,146,24,47,151,1318,371,201,138,3704
2223-P01,6 à 12 mois,RSS07,425,453,32,15,36,70,542,334,79,31,2017
2223-P01,Plus d'1 an,RSS07,417,473,97,10,127,362,385,356,99,74,2400
2223-P01,0 à 6 mois,RSS08,366,383,15,0,0,217,441,30,182,72,1706
2223-P01,6 à 12 mois,RSS08,78,94,0,0,0,25,422,2,67,11,699
2223-P01,Plus d'1 an,RSS08,13,6,0,0,0,3,15,,29,3,69
2223-P01,0 à 6 mois,RSS09,174,144,24,0,0,55,141,99,18,32,687
2223-P01,6 à 12 mois,RSS09,4,8,16,0,0,5,1,11,2,0,47
2223-P01,Plus d'1 an,RSS09,0,0,29,0,0,0,0,1,1,0,31
2223-P01,0 à 6 mois,RSS10,29,0,0,0,0,27,0,,,1,57
2223-P01,Plus d'1 an,RSS10,0,0,0,0,0,0,0,1,,0,1
2223-P01,0 à 6 mois,RSS11,168,212,10,0,0,56,214,124,41,81,906
2223-P01,6 à 12 mois,RSS11,30,31,2,0,0,4,1,3,1,28,100
2223-P01,Plus d'1 an,RSS11,9,1,0,0,0,0,0,,,4,14
2223-P01,0 à 6 mois,RSS12,745,1330,173,0,0,309,922,488,340,345,4652
2223-P01,6 à 12 mois,RSS12,115,244,93,0,0,46,152,178,144,104,1076
2223-P01,Plus d'1 an,RSS12,125,56,80,0,0,14,111,114,97,82,679
2223-P01,0 à 6 mois,RSS13,385,364,94,53,0,260,627,428,175,17,2403
2223-P01,6 à 12 mois,RSS13,93,158,27,4,0,73,18,63,55,5,496
2223-P01,Plus d'1 an,RSS13,34,49,4,3,0,38,2,,4,6,140
2223-P01,0 à 6 mois,RSS14,895,872,262,61,0,237,1331,448,360,141,4607
2223-P01,6 à 12 mois,RSS14,389,483,205,41,0,45,725,255,159,36,2338
2223-P01,Plus d'1 an,RSS14,462,392,191,75,0,29,372,499,253,27,2300
2223-P01,0 à 6 mois,RSS15,1597,1612,137,88,0,393,1143,278,264,35,5547
2223-P01,6 à 12 mois,RSS15,414,1205,136,25,0,57,36,160,87,5,2125
2223-P01,Plus d'1 an,RSS15,384,907,152,9,0,24,3,114,112,22,1727
2223-P01,0 à 6 mois,RSS16,2397,2866,436,66,49,980,4058,1305,845,203,13205
2223-P01,6 à 12 mois,RSS16,879,1853,244,20,33,379,1418,491,215,151,5683
2223-P01,Plus d'1 an,RSS16,582,2090,198,6,58,154,469,316,125,36,4034
2223-P02,0 à 6 mois,RSS01,448,710,0,0,0,96,585,25,165,159,2188
2223-P02,6 à 12 mois,RSS01,84,306,0,0,0,19,66,5,73,43,596
2223-P02,Plus d'1 an,RSS01,59,21,0,0,0,5,6,3,15,9,118
2223-P02,0 à 6 mois,RSS02,746,794,191,49,122,203,969,226,375,188,3863
2223-P02,6 à 12 mois,RSS02,209,383,135,24,47,86,143,75,131,73,1306
2223-P02,Plus d'1 an,RSS02,327,119,111,22,38,64,96,75,154,86,1092
2223-P02,0 à 6 mois,RSS03,1983,2259,187,112,259,673,2884,1702,808,500,11367
2223-P02,6 à 12 mois,RSS03,502,1233,122,8,42,107,316,462,153,180,3125
2223-P02,Plus d'1 an,RSS03,60,352,274,1,24,9,25,76,24,87,932
2223-P02,0 à 6 mois,RSS04,1066,1284,95,64,88,475,1042,556,540,328,5538
2223-P02,6 à 12 mois,RSS04,173,410,50,12,24,90,227,87,103,134,1310
2223-P02,Plus d'1 an,RSS04,87,83,65,18,10,9,35,58,119,39,523
2223-P02,0 à 6 mois,RSS05,1180,1517,535,37,181,561,2434,891,399,203,7938
2223-P02,6 à 12 mois,RSS05,453,810,228,7,118,320,629,266,132,67,3030
2223-P02,Plus d'1 an,RSS05,406,312,132,3,112,354,149,145,115,105,1833
2223-P02,0 à 6 mois,RSS06,6925,4831,2178,312,544,2295,8015,2947,2136,1342,31525
2223-P02,6 à 12 mois,RSS06,2277,2929,1292,71,146,761,1990,1137,613,354,11570
2223-P02,Plus d'1 an,RSS06,1038,1661,1144,27,75,207,893,623,297,94,6059
2223-P02,0 à 6 mois,RSS07,601,621,170,19,57,176,1314,336,204,127,3625
2223-P02,6 à 12 mois,RSS07,405,462,45,14,38,56,471,352,80,38,1961
2223-P02,Plus d'1 an,RSS07,432,414,85,9,118,347,366,379,96,73,2319
2223-P02,0 à 6 mois,RSS08,348,326,11,0,0,198,427,24,180,49,1563
2223-P02,6 à 12 mois,RSS08,82,83,1,0,0,21,413,3,73,13,689
2223-P02,Plus d'1 an,RSS08,12,5,0,0,0,0,27,,27,3,74
2223-P02,0 à 6 mois,RSS09,142,144,15,0,0,51,139,118,10,45,664
2223-P02,6 à 12 mois,RSS09,2,8,18,0,0,2,1,7,2,1,41
2223-P02,Plus d'1 an,RSS09,0,0,33,0,0,0,0,1,,0,34
2223-P02,0 à 6 mois,RSS10,53,0,0,0,0,27,0,,,5,85
2223-P02,6 à 12 mois,RSS10,0,0,0,0,0,1,0,,,0,1
2223-P02,0 à 6 mois,RSS11,165,185,12,0,0,50,278,124,49,78,941
2223-P02,6 à 12 mois,RSS11,26,27,2,0,0,2,1,5,1,36,100
2223-P02,Plus d'1 an,RSS11,5,1,0,0,0,0,0,,,1,7
2223-P02,0 à 6 mois,RSS12,759,1354,154,0,0,314,965,497,331,336,4710
2223-P02,6 à 12 mois,RSS12,113,257,84,0,0,45,132,154,121,110,1016
2223-P02,Plus d'1 an,RSS12,109,48,76,0,0,17,123,116,93,64,646
2223-P02,0 à 6 mois,RSS13,405,369,107,50,0,271,654,469,195,16,2536
2223-P02,6 à 12 mois,RSS13,95,157,22,6,0,75,20,83,39,3,500
2223-P02,Plus d'1 an,RSS13,30,37,3,1,0,29,2,1,2,6,111
2223-P02,0 à 6 mois,RSS14,935,891,240,61,0,237,1481,473,382,94,4794
2223-P02,6 à 12 mois,RSS14,388,522,224,36,0,49,767,256,152,52,2446
2223-P02,Plus d'1 an,RSS14,456,407,208,77,0,23,350,531,270,16,2338
2223-P02,0 à 6 mois,RSS15,1675,1715,136,84,0,378,1160,310,273,35,5766
2223-P02,6 à 12 mois,RSS15,449,1116,122,30,0,46,36,141,80,7,2027
2223-P02,Plus d'1 an,RSS15,380,899,155,10,0,22,3,128,116,43,1756
2223-P02,0 à 6 mois,RSS16,2347,2830,388,67,51,987,4123,1369,766,176,13104
2223-P02,6 à 12 mois,RSS16,838,1757,231,24,29,360,1397,434,224,158,5452
2223-P02,Plus d'1 an,RSS16,550,1964,192,8,54,135,550,348,79,34,3914
2223-P03,0 à 6 mois,RSS01,452,721,0,0,0,87,627,11,150,167,2215
2223-P03,6 à 12 mois,RSS01,98,281,0,0,0,10,58,2,67,51,567
2223-P03,Plus d'1 an,RSS01,37,18,0,0,0,3,0,1,9,12,80
2223-P03,0 à 6 mois,RSS02,767,804,171,52,117,217,1030,228,422,205,4013
2223-P03,6 à 12 mois,RSS02,197,399,129,25,44,77,163,73,137,65,1309
2223-P03,Plus d'1 an,RSS02,306,103,124,22,42,73,95,81,137,87,1070
2223-P03,0 à 6 mois,RSS03,1926,1958,188,98,281,661,2788,1789,838,503,11030
2223-P03,6 à 12 mois,RSS03,537,1205,119,14,48,128,357,495,149,166,3218
2223-P03,Plus d'1 an,RSS03,67,361,285,1,21,9,27,100,23,87,981
2223-P03,0 à 6 mois,RSS04,1018,1188,91,62,96,462,1046,534,514,350,5361
2223-P03,6 à 12 mois,RSS04,162,430,55,15,22,81,219,86,120,104,1294
2223-P03,Plus d'1 an,RSS04,96,85,61,18,11,9,37,64,122,46,549
